codigo;nome;categoria;Energia (kcal);Carboidrato disponível (g);Proteína (g);Lipídios (g);Fibra alimentar (g);Ácidos graxos saturados (g);Ácidos graxos trans (g);Sódio (mg);Açúcar de adição (g);Alfa-tocoferol (Vitamina E) (mg);Carboidrato total (g);Cinzas (g);Cobre (mg);Colesterol (g);Colesterol (mg);Cálcio (mg);Energia (kJ);Equivalente de folato (mcg);Ferro (mg);Fósforo (mg);Magnésio (mg);Niacina (mg);Potássio (mg);Riboflavina (mg);Sal de adição (g);Selênio (mcg);Tiamina (mg);Umidade (g);Vitamina A (RAE) (mcg);Vitamina A (RE) (mcg);Vitamina B12 (mcg);Vitamina B6 (mg);Vitamina C (mg);Vitamina D (mcg);Zinco (mg);Ácidos graxos monoinsaturados (g);Ácidos graxos poliinsaturados (g);Álcool (g)
C0209F;Salame, hamburguês, porco, Sadia,;Carnes e derivados;323.00;3.32;27.70;22.10;;6.90;0.07;1427.00;;;3.32;6.07;0.04;;61.40;78.90;1345.00;1.81;1.14;321.00;27.10;11.30;496.00;0.21;;;0.80;40.80;0.00;0.00;2.53;0.00;0.00;;2.86;8.71;3.37;0.00
C0210F;Salame, italiano, porco, Sadia,;Carnes e derivados;338.00;5.02;26.70;23.40;;7.32;0.08;1479.00;;0.00;5.02;6.25;0.04;;65.10;81.80;1405.00;1.88;1.18;332.00;28.10;11.70;514.00;0.22;;;0.83;38.60;0.00;;2.63;0.00;0.00;0.00;2.96;9.23;3.57;0.00
C0211F;Salame, milano, porco, Sadia,;Carnes e derivados;398.00;1.50;26.00;32.00;;10.00;0.11;1567.00;;;1.50;5.50;0.05;;88.90;86.60;1652.00;1.99;1.25;352.00;29.80;12.40;545.00;0.23;;;0.88;35.00;0.00;0.00;2.78;0.00;0.00;;3.14;12.60;4.87;0.00
C0208F;Salame, porco, lanche (média de vários tipos),;Carnes e derivados;401.00;2.45;26.00;31.90;;9.57;0.10;1919.00;;0.65;2.45;6.26;0.18;;85.10;58.50;1665.00;0.00;1.51;361.00;30.00;12.50;545.00;0.23;;;0.88;33.40;1.01;;0.12;0.00;0.00;0.91;6.53;12.10;4.67;0.00
C0212F;Salaminho, porco, Sadia,;Carnes e derivados;335.00;3.92;30.00;22.20;;6.93;0.07;1505.00;;;3.92;6.32;0.04;;61.60;83.20;1397.00;1.91;1.20;338.00;28.60;11.90;523.00;0.22;;;0.84;37.60;0.00;0.00;2.67;0.00;0.00;;3.02;8.74;3.38;0.00
C0034B;Salsa, crua, Petroselium spp.,;Vegetais e derivados;47.00;5.23;3.91;0.56;2.90;0.07;0.00;3.04;0.00;0.53;8.14;2.44;0.26;;0.00;237.00;199.00;185.00;4.20;65.20;23.00;0.95;940.00;0.20;0.00;0.70;0.16;85.00;626.00;1252.00;0.00;0.75;68.30;0.00;1.74;0.00;0.18;0.00
C0859F;Salsicha, aquecida,;Carnes e derivados;278.00;4.91;9.77;24.30;0.00;7.22;;1013.00;;0.18;4.91;3.19;0.15;;73.00;99.00;1149.00;6.00;1.22;211.00;12.00;2.65;141.00;0.12;;12.50;0.06;57.80;1.57;;1.57;0.17;0.00;0.00;1.08;10.70;3.96;0.00
C0214F;Salsicha, frango, não aquecida, Sadia,;Carnes e derivados;182.00;4.15;13.40;12.40;;2.95;0.11;912.00;;0.17;4.15;3.41;;;73.40;20.80;756.00;0.00;2.73;212.00;18.30;4.16;;0.23;;;0.05;66.70;0.00;0.00;0.48;0.29;0.00;0.38;2.19;4.54;2.96;0.00
C0215F;Salsicha, hot dog, não aquecida, Sadia,;Carnes e derivados;266.00;6.03;13.20;21.00;;8.57;1.24;833.00;;0.37;6.03;3.65;;;44.10;13.50;1104.00;0.00;1.08;129.00;10.60;2.14;350.00;0.15;;;0.03;56.20;2.24;;0.92;0.12;0.00;0.67;1.94;10.10;0.82;0.00
C0216F;Salsicha, longuette, não aquecida, Sadia,;Carnes e derivados;266.00;3.00;14.00;22.00;;8.97;1.30;813.00;;0.39;3.00;3.80;;;46.20;13.20;1103.00;0.00;1.05;125.00;10.30;2.09;342.00;0.14;;;0.03;57.20;2.35;;0.90;0.12;0.00;0.70;1.89;10.60;0.86;0.00
C0213F;Salsicha, não aquecida (média de vários tipos),;Carnes e derivados;218.00;7.67;13.80;14.70;;4.37;;1194.00;;0.11;7.67;2.97;0.26;;43.90;34.00;909.00;5.38;2.86;221.00;19.30;0.11;190.00;0.14;;6.00;0.05;60.80;0.00;0.00;1.41;0.15;0.00;0.51;2.75;6.50;2.51;0.00
C0217F;Salsichão, não aquecido, Sadia,;Carnes e derivados;233.00;3.19;15.30;17.70;;7.22;;754.00;;0.32;3.19;3.56;;;37.20;12.20;969.00;0.00;0.98;116.00;9.60;1.94;317.00;0.13;;;0.03;60.30;1.89;;0.84;0.11;0.00;0.57;1.75;8.54;0.69;0.00
C0569F;Sangue, porco, cru,;Carnes e derivados;75.00;0.01;18.50;0.10;0.00;0.02;;207.00;0.00;;0.01;2.20;0.14;;40.00;6.00;318.00;;42.00;74.00;9.00;;174.00;0.03;0.00;14.00;0.09;79.20;;30.00;0.60;0.01;0.00;0.10;0.30;0.01;0.04;0.00
C0869A;Sequilho, (amido de milho (maisena), gema de ovo, manteiga e açúcar),;Cereais e derivados;465.00;62.50;1.29;23.20;0.37;13.40;0.71;7.71;20.00;0.83;62.90;0.23;0.03;;117.00;16.30;1941.00;7.30;0.63;29.60;7.54;0.00;43.80;0.02;0.00;3.30;0.01;12.40;279.00;283.00;0.14;0.00;0.00;0.31;0.22;6.45;0.95;0.00
C0082B;Serralha, folha, crua, Sonchus oleraceus L.,;Vegetais e derivados;30.00;1.43;2.67;0.74;3.52;0.10;0.00;19.30;0.00;2.02;4.95;1.39;0.20;;0.00;126.00;125.00;85.70;1.27;48.30;29.60;0.00;265.00;0.11;0.00;0.61;0.00;90.20;605.00;1210.00;0.00;0.08;1.51;0.00;1.33;0.10;0.30;0.00
C0295C;Sorvinha (sorva), in natura, Couma utilis (Mart.),;Frutas e derivados;106.00;14.50;1.20;2.90;8.40;0.81;0.00;34.90;0.00;;22.90;0.50;0.21;0.00;;;441.00;18.60;0.00;;13.20;0.00;229.00;0.11;0.00;;0.19;72.50;;;;0.09;30.60;;0.00;0.58;0.48;0.00
C0111C;Suco natural, abacaxi e melão, s/ açúcar,;Frutas e derivados;35.00;7.07;0.64;0.23;1.17;0.03;0.00;6.33;0.00;0.06;8.25;0.44;0.07;;0.00;9.32;149.00;8.76;0.31;9.15;9.94;0.00;157.00;0.01;0.00;0.29;0.07;90.40;0.90;1.81;0.00;0.01;18.20;0.00;0.11;0.01;0.08;0.00
C0216C;Suco natural, abacaxi e morango, s/ açúcar,;Frutas e derivados;17.00;3.13;0.34;0.17;0.65;0.01;0.00;3.49;0.00;0.11;3.78;0.19;0.03;;0.00;7.35;70.00;7.90;0.16;9.68;5.86;0.00;51.40;0.01;0.00;0.17;0.03;95.50;0.00;0.00;0.00;0.01;24.80;0.00;0.05;0.02;0.10;0.00
C0119C;Suco natural, abacaxi, banana e cenoura, s/ açúcar,;Frutas e derivados;27.00;5.19;0.60;0.15;1.40;0.02;0.00;4.42;0.00;0.21;6.59;0.44;0.05;;0.00;11.20;115.00;9.20;0.28;12.90;9.15;0.00;145.00;0.00;0.00;0.29;0.03;92.20;130.00;260.00;0.00;0.03;8.82;0.00;0.15;0.01;0.06;0.00
C0113C;Suco natural, abacaxi, maracujá e caju, s/ açúcar,;Frutas e derivados;43.00;9.31;0.57;0.25;0.76;0.01;0.00;14.70;0.00;0.03;10.10;0.33;0.08;;0.00;9.97;183.00;7.27;0.34;10.20;11.00;0.36;131.00;0.03;0.00;0.30;0.08;88.60;12.00;24.10;0.00;0.01;57.30;0.00;0.12;0.02;0.07;0.00
C0115C;Suco natural, abacaxi, melão e maracujá, s/ açúcar,;Frutas e derivados;35.00;7.24;0.62;0.21;0.92;0.03;0.00;8.94;0.00;0.06;8.16;0.41;0.07;;0.00;8.09;149.00;8.40;0.30;9.60;8.42;0.40;155.00;0.02;0.00;0.32;0.06;90.70;11.70;23.30;0.00;0.02;16.80;0.00;0.11;0.02;0.07;0.00
C0109C;Suco natural, abacaxi, s/ açúcar,;Frutas e derivados;17.00;3.60;0.23;0.11;0.38;0.01;0.00;0.97;0.00;0.02;3.98;0.12;0.04;;0.00;6.30;72.00;3.87;0.16;3.61;5.70;0.00;47.20;0.01;0.00;0.14;0.06;95.50;0.34;0.69;0.00;0.00;11.40;0.00;0.05;0.01;0.03;0.00
C0149C;Suco natural, acerola, s/ açúcar,;Frutas e derivados;6.00;1.08;0.15;0.08;0.37;0.02;0.00;0.14;0.00;;1.45;0.07;0.01;;0.00;7.74;27.00;2.87;0.00;4.50;2.29;0.15;29.20;0.01;0.00;0.12;0.00;98.20;21.20;42.30;0.00;0.00;316.00;0.00;0.02;0.02;0.02;0.00
C0230C;Suco natural, araçá, s/ açúcar,;Frutas e derivados;19.00;3.20;0.40;0.08;1.80;;;;0.00;;5.00;0.32;;;0.00;;79.00;;;;;;;;0.00;;;94.20;1.20;;;;0.85;;;;;0.00
C0234C;Suco natural, bacuri, s/ açúcar,;Frutas e derivados;32.00;5.26;0.49;0.58;2.08;;0.00;11.60;0.00;0.00;7.34;0.19;0.16;;0.00;4.80;136.00;;0.25;12.00;9.20;0.07;58.40;0.00;0.00;;0.00;91.40;0.00;0.00;0.00;0.03;2.20;;0.24;;;0.00
C0237C;Suco natural, buriti, s/ açúcar,;Frutas e derivados;83.00;2.96;0.88;6.17;6.00;1.66;;2.80;0.00;7.85;8.96;0.39;0.04;;0.00;52.80;341.00;;0.44;1.60;12.40;3.37;87.20;0.02;0.00;12.00;0.00;83.60;481.00;963.00;0.00;0.03;15.10;;0.31;5.78;0.16;0.00
C0239C;Suco natural, cacau, s/ açúcar,;Frutas e derivados;31.00;6.89;0.38;0.06;0.88;0.00;;0.28;0.00;;7.76;0.11;0.06;;0.00;4.84;133.00;;0.10;3.73;9.85;0.00;28.70;0.00;0.00;0.00;0.10;91.70;;;0.00;0.02;5.43;0.00;0.24;0.00;0.00;0.00
C0231C;Suco natural, cajá (tapereba), s/ açúcar,;Frutas e derivados;11.00;2.01;0.24;0.07;0.54;;;2.78;0.00;;2.55;0.17;0.04;;0.00;3.66;45.00;;0.13;10.30;2.87;0.00;59.20;0.00;0.00;0.00;0.02;97.00;21.20;42.40;0.00;0.00;4.04;0.00;0.02;;;0.00
C0241C;Suco natural, carambola, s/ açúcar,;Frutas e derivados;19.00;3.78;0.35;0.07;0.81;0.00;;1.64;0.00;0.03;4.59;0.15;0.03;;0.00;1.92;79.00;3.33;0.08;4.30;2.96;0.00;53.20;0.00;0.00;0.17;0.05;94.80;0.66;1.32;0.00;0.00;24.40;0.00;0.10;0.01;0.04;0.00
C0121C;Suco natural, goiaba, vermelha, s/ açúcar,;Frutas e derivados;37.00;5.58;0.67;0.39;4.05;0.05;0.00;0.00;0.00;;9.63;1.36;0.03;;0.00;5.20;153.00;31.50;0.14;12.30;6.96;0.00;158.00;0.00;0.00;0.29;0.00;87.90;41.90;83.70;0.00;0.02;64.60;0.00;0.13;0.00;0.23;0.00
C0243C;Suco natural, graviola, s/ açúcar,;Frutas e derivados;21.00;4.15;0.41;0.08;1.24;0.00;;1.59;0.00;;5.39;0.26;0.02;;0.00;8.80;90.00;;0.18;10.30;9.33;0.00;105.00;0.05;0.00;1.80;0.07;93.90;;;0.00;0.01;7.65;0.00;0.10;0.04;0.00;0.00
C0215C;Suco natural, jabuticaba, s/ açúcar,;Frutas e derivados;21.00;4.39;0.12;0.15;0.65;;;0.00;0.00;;5.04;0.37;0.02;;0.00;2.90;88.00;;0.03;5.06;6.18;0.00;45.10;0.00;0.00;0.00;0.02;94.30;;;0.00;0.00;24.70;;0.10;;;0.00
C0125C;Suco natural, laranja e acerola, s/ açúcar,;Frutas e derivados;28.00;6.05;0.61;0.09;0.17;0.01;0.00;0.06;0.00;0.01;6.21;0.28;0.01;;0.00;8.90;118.00;17.70;0.00;12.30;6.61;0.07;122.00;0.01;0.00;0.28;0.00;92.80;10.40;20.70;0.00;0.00;196.00;0.00;0.01;0.02;0.02;0.00
C0153C;Suco natural, laranja e banana, s/ açúcar,;Frutas e derivados;48.00;9.98;0.76;0.17;1.58;0.01;0.00;0.29;0.00;0.21;11.60;0.39;0.04;;0.00;17.30;202.00;20.20;0.13;15.90;12.50;0.00;160.00;0.02;0.00;0.19;0.04;87.10;3.50;7.01;0.00;0.04;28.30;0.00;0.10;0.00;0.00;0.00
C0155C;Suco natural, laranja e beterraba, s/ açúcar,;Frutas e derivados;45.00;8.53;1.18;0.20;2.38;0.00;0.00;2.95;0.00;0.27;10.90;0.53;0.05;;0.00;25.80;192.00;53.00;0.17;20.00;13.70;0.00;216.00;0.03;0.00;0.27;0.06;87.20;1.32;2.64;0.00;0.03;35.70;0.00;0.22;0.00;0.01;0.00
C0137C;Suco natural, laranja e cenoura, s/ açúcar,;Frutas e derivados;33.00;6.66;0.85;0.12;0.89;0.02;0.00;3.34;0.00;0.18;7.55;0.51;0.03;;0.00;11.60;139.00;20.40;0.14;17.90;8.72;0.00;187.00;0.00;0.00;0.39;0.00;91.00;112.00;224.00;0.00;0.01;52.90;0.00;0.09;0.01;0.04;0.00
C0127C;Suco natural, laranja e mamão, s/ açúcar,;Frutas e derivados;28.00;6.18;0.57;0.08;0.20;0.01;0.00;0.26;0.00;0.04;6.37;0.28;0.08;;0.00;7.05;119.00;19.40;0.02;10.80;7.02;0.06;121.00;0.00;0.00;0.24;0.00;92.70;8.28;16.60;0.00;0.00;59.40;0.00;0.01;0.02;0.02;0.00
C0131C;Suco natural, laranja e morango, s/ açúcar,;Frutas e derivados;33.00;6.99;0.76;0.14;0.35;0.01;0.00;2.32;0.00;0.09;7.34;0.36;0.02;;0.00;9.06;140.00;17.60;0.06;17.10;8.30;0.00;138.00;0.01;0.00;0.31;0.00;91.40;1.85;3.71;0.00;0.01;72.60;0.00;0.02;0.02;0.07;0.00
C0123C;Suco natural, laranja, abacaxi e beterraba, s/ açúcar,;Frutas e derivados;42.00;8.67;0.94;0.17;1.04;0.01;0.00;2.87;0.00;0.03;9.71;0.45;0.06;;0.00;12.70;178.00;37.20;0.23;13.70;13.60;0.00;187.00;0.01;0.00;0.32;0.07;88.70;1.05;2.09;0.00;0.01;45.30;0.00;0.15;0.02;0.05;0.00
C0157C;Suco natural, laranja, cenoura e beterraba, s/ açúcar,;Frutas e derivados;43.00;8.01;1.09;0.21;2.37;0.01;0.00;3.50;0.00;0.34;10.40;0.55;0.05;;0.00;26.30;182.00;40.50;0.20;21.10;12.60;0.00;209.00;0.03;0.00;0.33;0.06;87.80;55.90;111.00;0.00;0.03;34.40;0.00;0.20;0.00;0.02;0.00
C0129C;Suco natural, laranja, mamão, pera e maçã, s/ açúcar,;Frutas e derivados;39.00;8.42;0.61;0.15;0.74;0.05;0.00;0.38;0.00;0.12;9.16;0.32;0.09;;0.00;8.34;165.00;19.30;0.05;13.60;8.91;0.06;170.00;0.00;0.00;0.24;0.01;89.80;8.22;16.40;0.00;0.00;56.10;0.00;0.02;0.02;0.03;0.00
C0139C;Suco natural, mamão, s/ açúcar,;Frutas e derivados;23.00;4.68;0.30;0.13;0.96;0.04;0.00;1.29;0.00;0.15;5.64;0.23;0.36;;0.00;9.63;97.00;19.60;0.11;5.66;8.72;0.27;91.60;0.02;0.00;0.16;0.02;93.70;36.90;73.70;0.00;0.00;42.30;0.00;0.04;0.04;0.03;0.00
C0141C;Suco natural, manga, s/ açúcar,;Frutas e derivados;20.00;4.36;0.17;0.10;0.68;0.03;0.00;0.29;0.00;0.23;5.04;0.11;0.03;;0.00;2.88;86.00;14.10;0.04;3.90;2.75;0.00;53.90;0.01;0.00;0.19;0.01;94.60;47.20;94.40;0.00;0.01;9.57;0.00;0.03;0.03;0.00;0.00
C0143C;Suco natural, maracujá, s/ açúcar,;Frutas e derivados;7.00;1.05;0.19;0.20;0.11;0.02;0.00;0.15;0.00;0.01;1.16;0.07;0.02;;0.00;0.51;29.00;0.87;0.05;4.80;2.11;0.00;32.10;0.00;0.00;0.08;0.00;98.40;5.14;10.30;0.00;0.00;1.88;0.00;0.04;0.03;0.09;0.00
C0245C;Suco natural, maçã, s/ açúcar,;Frutas e derivados;26.00;5.43;0.12;0.20;0.83;0.08;;0.26;0.00;0.21;6.26;0.09;0.02;;0.00;2.82;108.00;1.39;0.03;8.42;6.13;0.00;167.00;0.00;0.00;0.04;0.01;93.30;1.40;2.80;0.00;0.01;0.78;0.00;0.00;0.00;0.00;0.00
C0117C;Suco natural, melancia e acerola, s/ açúcar,;Frutas e derivados;22.00;4.46;0.51;0.10;0.40;0.02;0.00;0.12;0.00;;4.86;0.18;0.01;;0.00;11.20;92.00;3.97;0.10;9.33;6.44;0.13;71.60;0.01;0.00;0.44;0.00;94.50;45.40;90.90;0.00;0.00;282.00;0.00;0.06;0.02;0.02;0.00
C0209C;Suco natural, melancia, s/ açúcar,;Frutas e derivados;22.00;4.80;0.52;0.04;0.10;0.00;0.00;0.00;0.00;0.00;4.89;0.17;0.00;;0.00;6.05;93.00;1.97;0.14;7.34;6.05;0.00;62.70;0.00;0.00;0.45;0.00;94.40;36.60;73.20;0.00;0.00;3.71;0.00;0.06;0.00;0.00;0.00
C0145C;Suco natural, melão, s/ açúcar,;Frutas e derivados;13.00;2.47;0.33;0.08;0.67;0.02;0.00;4.91;0.00;0.04;3.13;0.27;0.02;;0.00;1.38;56.00;3.76;0.10;4.46;2.70;0.00;94.90;0.00;0.00;0.11;0.00;96.20;0.46;0.91;0.00;0.01;3.81;0.00;0.04;0.00;0.03;0.00
C0147C;Suco natural, morango, s/ açúcar,;Frutas e derivados;16.00;2.67;0.45;0.22;0.91;0.01;0.00;6.01;0.00;0.21;3.58;0.25;0.02;;0.00;8.40;68.00;11.90;0.15;15.80;6.01;0.00;55.60;0.02;0.00;0.20;0.00;95.50;2.44;4.89;0.00;0.02;38.20;0.00;0.05;0.03;0.16;0.00
C0247C;Suco natural, murici (mirici, muricizinho), s/ açúcar,;Frutas e derivados;36.00;5.01;0.35;1.03;2.72;0.01;0.01;3.60;0.00;2.53;7.73;0.28;0.04;;0.00;16.00;151.00;;0.12;8.40;8.80;0.15;102.00;0.00;0.00;0.00;0.00;90.60;1.20;3.60;0.00;0.00;15.40;0.00;0.17;0.02;0.00;0.00
C0222C;Suco natural, néctar, goiaba,;Frutas e derivados;53.00;12.10;0.30;0.07;1.20;0.02;0.00;6.00;;0.06;13.30;0.10;0.03;;0.00;8.00;223.00;4.00;0.54;3.00;2.00;0.17;33.00;0.01;;0.10;0.01;86.20;2.00;;0.00;0.01;0.00;0.00;0.02;0.02;0.02;0.00
C0211C;Suco natural, tamarindo, s/ açúcar,;Frutas e derivados;74.00;16.50;0.80;0.11;1.61;0.03;0.00;1.79;0.00;0.00;18.10;0.46;0.07;;0.00;18.00;312.00;0.00;0.28;19.30;14.00;0.00;189.00;0.00;0.00;0.78;0.08;80.50;0.00;0.00;0.00;0.00;1.81;0.00;0.10;0.05;0.00;0.00
C0198C;Suco, clorofila, (couve, pepino, maçã, alface, gengibre, limão e aveia),;Frutas e derivados;26.00;4.47;0.70;0.35;0.95;0.09;0.00;1.13;0.00;0.17;5.43;0.21;0.03;;0.00;17.60;109.00;7.89;0.19;12.70;9.76;0.26;138.00;0.02;0.00;0.24;0.04;93.30;24.10;48.20;0.00;0.01;8.20;0.00;0.11;0.08;0.09;0.00
C0226C;Suco, integral, uva,;Frutas e derivados;61.00;14.60;0.37;0.13;0.20;0.03;0.00;5.00;;0.00;14.80;0.22;0.02;;0.00;11.00;259.00;0.00;0.25;14.00;10.00;0.13;104.00;0.02;;0.00;0.02;84.50;0.00;0.00;0.00;0.03;25.00;0.00;0.07;0.00;0.02;0.00
C0040C;Suco, laranja, Baía, s/ açúcar, Citrus sinensis,;Frutas e derivados;38.00;8.74;0.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.74;0.36;0.02;;0.00;5.93;160.00;25.00;0.06;21.90;7.80;0.00;172.00;0.00;0.00;0.30;0.03;90.20;1.29;2.58;0.00;0.02;94.50;0.00;0.00;0.00;0.00;0.00
C0041C;Suco, laranja, Lima, s/ açúcar, Citrus sinensis (L.) Osbeck,;Frutas e derivados;40.00;8.74;0.71;0.12;0.42;0.01;0.00;0.00;0.00;0.02;9.17;0.32;0.02;;0.00;7.74;169.00;26.50;0.00;16.20;10.90;0.00;128.00;0.03;0.00;0.30;0.10;89.70;0.13;0.25;0.00;0.04;41.30;0.00;0.03;0.02;0.02;0.00
C0042C;Suco, laranja, Pera, s/ açúcar (sem diluição em água), Citrus sinensis,;Frutas e derivados;34.00;7.55;0.74;0.07;0.00;0.01;0.00;0.00;0.00;0.01;7.55;0.34;0.01;;0.00;7.37;144.00;22.30;0.00;14.00;7.59;0.00;148.00;0.00;0.00;0.30;0.00;91.30;1.15;2.31;0.00;0.00;73.30;0.00;0.00;0.01;0.01;0.00
C0038C;Suco, laranja, s/ açúcar, Citrus sinensis,;Frutas e derivados;37.00;8.30;0.69;0.11;0.17;0.00;0.00;0.00;0.00;0.02;8.47;0.32;0.02;;0.00;7.53;158.00;24.60;0.02;17.40;8.97;0.00;148.00;0.01;0.00;0.30;0.04;90.40;0.86;1.72;0.00;0.02;69.70;0.00;0.00;0.00;0.00;0.00
C0043C;Suco, laranja, Valência, s/ açúcar, Citrus sinensis (L.) Osbeck,;Frutas e derivados;36.00;8.13;0.48;0.12;0.42;0.01;0.00;0.00;0.00;0.02;8.55;0.31;0.02;;0.00;9.08;154.00;24.30;0.00;17.30;9.59;0.00;143.00;0.03;0.00;0.30;0.09;90.50;0.63;1.25;0.00;0.03;37.90;0.00;0.00;0.02;0.02;0.00
C0161C;Suco, limonada, s/ açúcar,;Frutas e derivados;3.00;0.65;0.06;0.01;0.08;0.00;;0.08;0.00;0.01;0.73;0.03;0.00;;0.00;3.36;13.00;0.57;0.01;1.57;0.64;0.00;8.47;0.00;0.00;0.03;0.02;99.20;0.12;0.23;0.00;0.00;2.52;0.00;0.01;0.00;0.00;0.00
C0039C;Suco, limão, galego, puro, s/ açúcar, Citrus aurantifolia,;Frutas e derivados;32.00;7.32;0.57;0.07;0.00;0.00;0.00;0.00;0.00;0.08;7.32;0.25;0.02;;0.00;5.26;137.00;5.59;0.05;13.00;5.92;0.00;112.00;0.00;0.00;0.43;0.00;91.80;0.88;1.76;0.00;0.03;34.50;0.00;0.05;0.00;0.02;0.00
C0022C;Suco, limão, Tahiti, s/ açúcar (s/ diluição em água), Citrus aurantifolia Swing,;Frutas e derivados;47.00;9.90;0.94;0.14;1.18;0.02;0.00;1.25;0.00;0.15;11.10;0.41;0.06;;0.00;51.00;199.00;8.57;0.18;23.80;9.70;0.00;128.00;0.04;0.00;0.43;0.30;87.40;1.75;3.50;0.00;0.00;38.20;0.00;0.21;0.01;0.04;0.00
C0257C;Suco, manga, concentrado,;Frutas e derivados;40.00;8.82;0.34;0.20;1.36;0.06;0.00;0.58;;0.46;10.10;0.22;0.06;;0.00;5.76;172.00;28.20;0.08;7.80;5.50;0.00;108.00;0.00;0.00;0.38;0.01;89.10;94.00;188.00;0.00;0.01;19.10;0.00;0.00;0.06;0.00;0.00
C0101C;Suco, mexerica, Poncã, s/ açúcar,;Frutas e derivados;37.00;8.76;0.52;0.00;0.00;0.00;0.00;0.00;0.00;;8.76;0.28;0.02;;0.00;4.28;158.00;5.00;0.00;9.02;6.46;0.00;119.00;0.00;0.00;0.10;0.06;90.40;26.50;52.90;0.00;0.03;41.80;0.00;0.00;0.00;0.00;0.00
C0256C;Suco, néctar (média de sabores),;Frutas e derivados;42.00;10.00;0.14;0.08;0.38;0.01;0.00;4.02;;0.04;10.00;0.17;0.01;;0.00;2.03;180.00;3.41;0.04;4.15;2.67;0.00;47.10;0.00;0.00;0.11;0.00;86.00;3.94;7.93;0.00;0.01;19.00;0.00;0.00;0.00;0.02;0.00
C0223C;Suco, néctar, manga,;Frutas e derivados;53.00;12.80;0.11;0.06;0.30;0.01;0.00;5.00;;0.21;13.10;0.08;0.02;;0.00;17.00;224.00;7.00;0.36;2.00;3.00;0.08;24.00;0.00;;0.40;0.00;86.60;35.00;;0.00;0.02;15.20;0.00;0.02;0.02;0.01;0.00
C0224C;Suco, néctar, pêssego,;Frutas e derivados;56.00;13.30;0.27;0.02;0.60;0.00;0.00;7.00;;0.29;13.90;0.15;0.07;;0.00;5.00;237.00;1.00;0.19;6.00;4.00;0.29;40.00;0.01;;0.20;0.00;85.60;13.00;;0.00;0.01;5.30;0.00;0.08;0.01;0.01;0.00
C0163C;Suco, tangerina, s/ açúcar,;Frutas e derivados;14.00;3.42;0.20;0.00;0.00;0.00;;0.00;0.00;0.05;3.42;0.11;0.01;;0.00;1.67;62.00;1.95;0.00;3.52;2.52;0.00;46.40;0.00;0.00;0.04;0.02;96.30;10.30;20.60;0.00;0.01;16.30;0.00;0.00;0.00;0.00;0.00
C0136B;Tacacá, s/ sal, (folha de jambu, camarão salgado seco, tucupi, alho, pimenta-de-cheiro, chicória, goma de mandioca, s/ óleo, s/ sal),;Vegetais e derivados;44.00;3.18;6.96;0.36;0.21;0.18;;1349.00;0.00;;3.40;4.10;0.22;;0.00;44.80;186.00;;0.95;89.20;29.90;;240.00;0.00;;;0.05;85.20;17.70;35.40;0.00;0.00;0.00;;0.79;0.13;0.00;0.00
C0023U;Tahini (pasta de gergelim),;Sementes e Oleaginosas;618.00;11.90;17.00;53.80;9.30;7.53;;115.00;;0.25;21.20;5.00;1.61;;0.00;426.00;2555.00;98.00;8.95;732.00;95.00;5.45;414.00;0.47;;34.30;1.22;3.05;3.00;3.00;0.00;0.15;0.00;0.00;4.62;20.30;23.60;0.00
C0083B;Taioba, folha, crua, Xanthosoma sagittifolium Schott,;Vegetais e derivados;46.00;2.01;3.65;1.34;5.68;0.29;0.00;1.48;0.00;3.67;7.69;1.03;0.20;;0.00;130.00;191.00;120.00;2.43;67.30;37.70;0.00;370.00;0.13;0.00;0.50;0.00;86.30;588.00;1176.00;0.00;0.12;22.90;0.00;0.81;0.14;0.58;0.00
C0087C;Tamarindo, in natura, Tamarindus indica L.,;Frutas e derivados;294.00;66.10;3.21;0.46;6.45;0.10;0.00;0.36;0.00;;72.50;1.86;0.29;;0.00;37.10;1246.00;;0.55;54.60;59.10;0.00;722.00;0.00;0.00;;0.31;22.00;;;0.00;0.10;7.25;0.00;0.67;0.20;0.00;0.00
C0032C;Tangerina, Ponkã, in natura, Citrus reticulata,;Frutas e derivados;40.00;8.60;0.85;0.07;0.94;0.00;0.00;0.00;0.00;0.05;9.54;0.31;0.03;;0.00;12.90;171.00;11.60;0.11;12.50;7.73;0.00;131.00;0.02;0.00;0.00;0.06;89.20;24.60;49.30;0.00;0.02;48.80;0.00;0.00;0.00;0.00;0.00
C0296C;Tapereba (cajá-da-mata), in natura, Spomdias mombin L.,;Frutas e derivados;49.00;8.51;0.95;0.24;4.65;0.07;0.00;0.00;0.00;;13.20;0.61;0.13;0.00;;1.02;207.00;10.10;0.73;17.90;9.83;0.00;3.25;0.06;0.00;;0.11;85.00;;;;0.05;16.60;;0.51;0.05;0.04;0.00
C0906B;Tapioca, sem manteiga, sem recheio,;Vegetais e derivados;289.00;71.70;0.36;0.00;0.20;0.00;0.00;1.31;0.00;0.00;71.90;0.14;0.00;;0.00;22.70;1227.00;0.00;0.42;6.94;3.40;0.00;31.20;0.00;0.00;0.00;0.00;27.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
